Name,Gender
alraixa,1.0
diedow,1.0
gollux,1.0
atinon,0.0
arkaban,0.0
mulkes,0.0
paulie,0.0
philia,1.0
alphact,0.0
sular,1.0
swaffs,0.0
azimuon,0.0
mizark,0.0
mares,1.0
mirfar,1.0
tine,1.0
picers,0.0
quarke,0.0
essara,1.0
nichad,0.0
apsps,0.0
cles,0.0
cornys,0.0
strish,0.0
eulahy,1.0
corse,1.0
noria,1.0
brark,0.0
robyny,1.0
blues,0.0
thallah,1.0
cranch,0.0
arix,0.0
therly,1.0
con,0.0
nuscham,0.0
weessh,0.0
leenny,0.0
sabireo,0.0
tax,0.0
alus,0.0
rosiey,1.0
shaiaz,0.0
siese,0.0
gerek,0.0
crisp,0.0
rafox,0.0
wer,0.0
beten,1.0
patha,1.0
stevey,1.0
tance,1.0
widin,0.0
aspies,1.0
varkes,0.0
guteda,1.0
fronch,0.0
teryla,1.0
saiphda,1.0
allota,1.0
jagice,1.0
ceros,0.0
stmeal,0.0
pamiea,1.0
giamon,0.0
meass,0.0
zubeneb,0.0
sunkle,1.0
suhaion,1.0
prah,1.0
shalle,1.0
pamont,0.0
ruchban,0.0
sariton,1.0
hellia,1.0
nelsie,1.0
idacey,1.0
gops,0.0
alballa,1.0
yolana,1.0
tyle,0.0
los,0.0
alie,1.0
alwaide,0.0
mondax,0.0
graviph,0.0
pants,0.0
margia,1.0
monkle,0.0
nandy,1.0
dicks,0.0
guink,0.0
alyadum,1.0
heales,0.0
gemmark,0.0
darlie,1.0
almary,0.0
pebix,0.0
mahamak,0.0
porrim,0.0
hekabih,0.0
lidenx,0.0
andie,1.0
patsyn,1.0
sergia,1.0
aspicah,1.0
castab,0.0
bles,1.0
mark,0.0
yaphex,0.0
libers,0.0
gordo,0.0
weia,1.0
izarki,1.0
hillie,0.0
asellan,0.0
gluinon,0.0
shelle,1.0
ziba,0.0
gon,0.0
eillis,1.0
dabi,1.0
tabia,1.0
penton,0.0
grafirk,0.0
rhimp,1.0
cole,0.0
stance,0.0
acruxa,1.0
pristy,1.0
hilia,1.0
jihoton,0.0
izarkar,0.0
mela,1.0
keided,0.0
beres,1.0
smonch,0.0
zedark,0.0
tachird,0.0
alaton,0.0
eriney,1.0
mesarix,0.0
zino,0.0
kylen,0.0
scera,1.0
alinan,0.0
andan,0.0
cors,0.0
azhasim,0.0
dow,0.0
armen,0.0
pioss,0.0
atino,0.0
lyny,1.0
taurius,0.0
alarkab,0.0
bellee,1.0
minnys,0.0
park,0.0
jerrye,1.0
jur,0.0
tarmus,0.0
celeb,0.0
thab,0.0
mesarid,1.0
gleney,1.0
marina,1.0
batenan,1.0
cheleon,0.0
mayne,0.0
carley,1.0
reats,1.0
aldah,1.0
phios,0.0
zaviton,0.0
acrabih,0.0
mirark,1.0
hamak,0.0
astula,1.0
gork,0.0
deneba,1.0
alraion,0.0
sumpid,1.0
naoson,0.0
honda,1.0
wasalm,0.0
scelava,1.0
markard,0.0
oats,0.0
hon,0.0
fres,0.0
cine,1.0
pheino,0.0
kene,0.0
fanna,1.0
weionan,0.0
hion,0.0
patsya,1.0
pie,0.0
cherrak,1.0
alk,0.0
guark,0.0
muebix,0.0
nekkard,0.0
tonyn,0.0
tetra,1.0
cray,0.0
alarmus,0.0
almara,1.0
bler,1.0
blug,0.0
wark,0.0
grams,0.0
stal,1.0
varz,0.0
bakix,0.0
askedus,0.0
ninald,0.0
fayey,1.0
aludram,0.0
luxion,0.0
betena,1.0
aldebah,0.0
algedia,1.0
caphird,0.0
jacky,0.0
phernar,1.0
colatz,0.0
sumpix,0.0
challa,1.0
eltard,0.0
solam,0.0
gailia,1.0
carlen,1.0
reybra,1.0
bottom,0.0
misamak,0.0
caiah,1.0
guans,0.0
lynez,0.0
markar,0.0
almino,0.0
ward,0.0
benja,1.0
corsh,0.0
hanry,0.0
gaylah,1.0
anakes,1.0
life,0.0
healle,1.0
mintard,0.0
therie,1.0
kyley,1.0
ots,0.0
tarino,0.0
randa,1.0
hadum,0.0
swoass,0.0
joanny,1.0
serkex,0.0
felios,0.0
monah,1.0
chonts,1.0
losp,0.0
jele,1.0
analdy,1.0
courta,1.0
dors,0.0
suhain,1.0
beide,1.0
unukat,0.0
resers,0.0
mes,0.0
barkix,0.0
teda,1.0
stelle,1.0
elody,1.0
hekark,0.0
ellena,1.0
gatrix,0.0
pary,0.0
chargin,1.0
aspica,1.0
gicks,0.0
kabens,0.0
lolas,0.0
lies,1.0
moste,0.0
marrai,1.0
coass,0.0
beathy,1.0
dianya,1.0
heersh,0.0
robina,1.0
enibik,0.0
samie,0.0
krunch,0.0
hadiram,0.0
andace,0.0
medion,0.0
racyle,1.0
giedia,1.0
muffs,0.0
denuts,0.0
salas,0.0
photons,0.0
cord,0.0
pold,0.0
casps,0.0
ronard,0.0
lonnis,0.0
sulah,1.0
antony,0.0
krisa,1.0
walles,0.0
ellie,1.0
blesh,1.0
holey,0.0
sex,0.0
dorey,1.0
pok,0.0
alatik,0.0
fex,0.0
fes,1.0
erick,0.0
nica,1.0
marazha,1.0
ars,0.0
egrasp,0.0
dony,0.0
monald,0.0
majoram,0.0
hekarf,0.0
sino,0.0
sugbix,0.0
ork,0.0
maiamak,1.0
melara,1.0
elaney,1.0
gabrin,1.0
sanya,1.0
bellum,0.0
rahars,0.0
arraiam,0.0
conk,0.0
janney,1.0
allara,1.0
ancham,0.0
laude,1.0
ankabit,0.0
jackix,0.0
gieses,1.0
harvin,0.0
panbug,0.0
yolace,0.0
okulam,0.0
leene,1.0
zibah,1.0
antinon,0.0
troya,1.0
blanda,1.0
ellene,1.0
mira,1.0
oalls,0.0
azham,0.0
achah,1.0
maril,1.0
weino,0.0
graw,0.0
cindee,1.0
caks,0.0
meisam,0.0
terrie,1.0
eleon,0.0
scepton,0.0
cheat,1.0
suhelik,0.0
allene,1.0
mesatz,0.0
meram,0.0
izarfik,0.0
cellex,1.0
monard,0.0
naomie,1.0
guyne,0.0
naros,0.0
sadaton,1.0
latsts,1.0
monch,0.0
sabiton,0.0
janne,1.0
tros,0.0
iononus,0.0
bon,0.0
chrisa,1.0
joyton,0.0
capies,1.0
coxan,1.0
ritany,1.0
kenny,0.0
ambert,1.0
razzle,1.0
ianley,1.0
deanny,0.0
bubbix,0.0
pan,0.0
rans,0.0
chreet,1.0
jurbet,1.0
altark,0.0
karena,1.0
pollus,0.0
mimosam,0.0
hilley,1.0
matty,1.0
genubi,1.0
jack,0.0
eilan,0.0
sta,1.0
ran,0.0
sar,1.0
hocks,0.0
pent,0.0
crin,1.0
apple,1.0
sunk,1.0
shams,1.0
shood,0.0
mirakis,0.0
kennie,0.0
taraid,0.0
asellab,0.0
derry,0.0
errim,0.0
vivia,1.0
alduson,0.0
ranon,0.0
thelix,0.0
cireal,0.0
wafros,0.0
gera,1.0
brab,0.0
golaran,0.0
doria,1.0
verek,0.0
terly,1.0
nakes,0.0
jord,0.0
timmie,0.0
slig,0.0
gech,0.0
coxaron,0.0
unchre,0.0
jackok,0.0
amela,1.0
haldah,1.0
posts,1.0
caphirk,0.0
anamos,0.0
coracy,1.0
glenry,0.0
anes,0.0
rassas,0.0
heats,1.0
grafik,0.0
sargah,1.0
kokix,0.0
andine,1.0
altanin,0.0
dannie,0.0
rantax,0.0
eline,1.0
juliey,1.0
muons,0.0
vulark,0.0
widous,0.0
bonya,1.0
koot,0.0
hadirk,0.0
daisya,1.0
salley,1.0
coryl,1.0
stany,1.0
lindy,1.0
bethew,1.0
erman,0.0
gorice,0.0
wasalam,0.0
kayd,0.0
dell,0.0
wins,0.0
mounch,0.0
berbee,1.0
beneba,0.0
helley,1.0
korneb,0.0
zosmar,0.0
frunk,0.0
tope,1.0
krabik,0.0
chael,0.0
tancis,1.0
gons,0.0
aldus,0.0
barks,0.0
astrak,0.0
mabley,1.0
waffes,0.0
bra,1.0
quakes,0.0
izarino,0.0
shatrix,0.0
puffes,0.0
hekab,0.0
britta,1.0
elene,1.0
altardr,0.0
pars,0.0
tyrony,0.0
poloos,0.0
mizaron,0.0
lesat,1.0
valey,1.0
ter,0.0
elice,1.0
gran,0.0
rosean,0.0
caphira,1.0
elix,0.0
cinda,1.0
aptal,1.0
aldera,1.0
schird,0.0
alancy,0.0
arraid,0.0
errohs,0.0
helean,1.0
lewise,1.0
meisa,1.0
ral,0.0
rence,0.0
cort,0.0
alraia,1.0
hadaton,0.0
evendy,1.0
ionon,1.0
joela,1.0
ginald,1.0
thabius,0.0
clek,0.0
stald,0.0
achyon,0.0
aliakan,1.0
verly,1.0
krus,0.0
luzel,1.0
denne,1.0
eggies,0.0
guada,1.0
sceros,0.0
sadiram,1.0
daryla,1.0
gorabba,1.0
asellux,0.0
sergie,0.0
rose,1.0
caston,0.0
jacks,0.0
blakes,0.0
acrabik,0.0
dian,1.0
julion,0.0
millie,1.0
halleth,1.0
fomam,0.0
arts,0.0
alzirk,0.0
dings,0.0
hony,1.0
alphah,0.0
geonon,0.0
alamin,0.0
les,0.0
sadrus,1.0
rancy,0.0
shail,0.0
per,0.0
ritey,1.0
ses,0.0
angars,0.0
kitauon,0.0
enibah,1.0
mesatik,0.0
herita,1.0
anniey,1.0
ocoats,0.0
cor,0.0
atlasym,0.0
gut,1.0
hatty,1.0
dyonif,0.0
miatrix,1.0
tany,1.0
garley,0.0
dous,0.0
chain,0.0
castra,1.0
haryn,1.0
edaron,0.0
searla,1.0
pattie,1.0
hog,0.0
stancy,1.0
pos,0.0
toniel,0.0
koat,0.0
ruchbia,1.0
sadrix,1.0
aludrab,0.0
yolas,0.0
azhab,0.0
alrakan,0.0
tures,0.0
mariel,1.0
alphein,0.0
blanie,1.0
docks,0.0
flamal,1.0
auvair,0.0
harlos,0.0
torms,0.0
vane,0.0
hadalm,0.0
cherkar,0.0
eriey,1.0
chesty,1.0
auvan,0.0
wimplas,0.0
duhra,1.0
gillie,1.0
idary,1.0
diles,0.0
ane,1.0
fisps,0.0
eaturs,1.0
elicia,1.0
dynx,0.0
menkin,0.0
pharmus,0.0
marinon,0.0
res,0.0
weiaham,0.0
sadir,0.0
alley,1.0
ming,0.0
rotanin,0.0
jeresa,1.0
coreen,1.0
eleaha,1.0
asellum,0.0
rassias,0.0
floyde,0.0
jet,0.0
kimmy,1.0
jona,1.0
man,0.0
marily,1.0
jacats,0.0
gimpus,0.0
anch,0.0
erina,1.0
cheratz,0.0
tonioe,0.0
achium,0.0
estina,1.0
keithy,1.0
chones,0.0
otlios,0.0
russey,0.0
geonev,0.0
booss,0.0
puffal,0.0
ranats,0.0
louisa,1.0
debony,1.0
tous,0.0
winork,0.0
cobys,0.0
lyde,1.0
blers,1.0
pix,0.0
bahamin,0.0
scotty,0.0
sinuls,0.0
fros,0.0
rail,0.0
totse,0.0
eang,0.0
zanino,0.0
letta,1.0
lift,1.0
kerryn,1.0
jeandy,1.0
karley,1.0
kochard,0.0
terfak,0.0
ops,1.0
crunch,0.0
naosura,1.0
bettie,1.0
goldch,0.0
minkark,0.0
nutch,0.0
merabik,0.0
dennya,1.0
hamus,0.0
smal,0.0
ries,0.0
homamin,0.0
brence,0.0
teron,0.0
meline,1.0
okula,1.0
alzird,0.0
sallie,1.0
yots,0.0
daven,0.0
spil,1.0
minus,0.0
annez,1.0
asham,0.0
stanya,1.0
lesley,1.0
manth,0.0
dellia,1.0
rickie,0.0
menchah,1.0
alraium,0.0
sabih,0.0
propent,0.0
pios,0.0
alendy,1.0
tabih,0.0
navior,0.0
gacke,1.0
wezena,1.0
saxino,0.0
robyna,1.0
phex,1.0
sonald,0.0
poselk,0.0
genubih,0.0
marvey,1.0
nelly,1.0
erraiam,0.0
arkeb,0.0
schelik,0.0
dixiel,0.0
fany,1.0
stoate,1.0
aske,0.0
yogark,0.0
plat,0.0
rank,0.0
dorah,1.0
mediah,1.0
vegas,0.0
billia,1.0
beah,1.0
ves,0.0
coves,0.0
golve,1.0
mus,0.0
arid,1.0
hone,1.0
alaron,0.0
ireene,1.0
sulabik,0.0
gone,0.0
baton,0.0
miaplas,1.0
naffsh,0.0
sceres,0.0
mall,0.0
whee,1.0
cousk,0.0
astrah,1.0
lison,0.0
gretty,1.0
erfros,0.0
errak,0.0
melica,1.0
dessie,1.0
gabrie,1.0
zauri,0.0
ainkard,0.0
ela,1.0
altaira,1.0
evey,1.0
racy,1.0
france,1.0
dilatik,0.0
sadalm,1.0
shaele,1.0
luxons,0.0
alcoran,0.0
hen,0.0
mathy,1.0
loria,1.0
proos,0.0
alraid,0.0
ginia,1.0
karene,1.0
asterf,0.0
ricia,1.0
maasyma,1.0
alls,0.0
amyra,1.0
lynney,1.0
franda,1.0
eristy,1.0
wayney,0.0
chios,0.0
thaban,0.0
sall,0.0
furus,0.0
guts,0.0
peefox,0.0
gracia,1.0
marine,1.0
eltaird,0.0
lar,0.0
dianie,1.0
luxinon,0.0
ellard,0.0
zubens,0.0
sups,1.0
leria,1.0
mars,0.0
bobbyn,1.0
nunkino,0.0
shellum,1.0
stenny,0.0
derina,1.0
hallux,0.0
ferry,0.0
maiah,1.0
crios,0.0
anny,1.0
stelly,1.0
natha,1.0
dhenah,1.0
thel,0.0
eliana,1.0
vere,0.0
sadirab,1.0
terion,0.0
dory,1.0
anton,0.0
dyonevi,1.0
jodia,1.0
mites,0.0
crowk,0.0
wafox,0.0
blat,0.0
charda,1.0
hekaton,0.0
nunkib,0.0
anchium,0.0
lios,0.0
genons,0.0
astonon,0.0
railes,0.0
sher,0.0
stray,1.0
froos,0.0
coxatik,0.0
yakers,0.0
turs,0.0
ritars,0.0
phamark,0.0
trice,0.0
naslon,0.0
jumars,0.0
beals,0.0
triple,1.0
everly,1.0
darley,1.0
tachba,1.0
tibers,0.0
daley,1.0
shelik,0.0
hasim,0.0
andary,0.0
arrak,0.0
ton,0.0
keidhma,1.0
alphain,0.0
tabdhib,0.0
lyney,1.0
branda,1.0
cellah,1.0
guar,0.0
slix,0.0
benew,0.0
acceleb,0.0
trisp,0.0
rants,0.0
glendy,1.0
sterry,0.0
muls,0.0
tabik,0.0
chabik,0.0
healls,0.0
kimena,1.0
avitons,0.0
ranopus,0.0
tachir,0.0
wimpha,1.0
geno,0.0
phargak,0.0
jandy,1.0
ney,0.0
lillia,1.0
cathya,1.0
erie,0.0
mats,0.0
arinon,0.0
eres,1.0
anyoni,1.0
thery,0.0
wal,0.0
gorn,0.0
mistie,1.0
cros,0.0
apies,0.0
kabiton,0.0
candy,1.0
whers,0.0
iree,1.0
jeanie,1.0
cran,0.0
alrair,0.0
willey,0.0
medi,1.0
ashir,0.0
leonyl,1.0
jayne,1.0
karard,0.0
lychex,0.0
misa,1.0
candra,1.0
elina,1.0
thell,0.0
ellana,1.0
nesham,0.0
elebola,1.0
charaz,0.0
douse,0.0
zinoces,0.0
teronan,0.0
hork,0.0
betenar,1.0
anchird,0.0
jasony,0.0
conth,0.0
murzimp,0.0
branca,1.0
flakes,1.0
sugard,0.0
loise,1.0
caiamin,0.0
tabiton,0.0
loree,1.0
trick,0.0
kastrak,0.0
carly,1.0
sandie,1.0
fredy,0.0
rica,1.0
polar,1.0
flams,1.0
solarid,1.0
croo,0.0
milda,1.0
brance,0.0
tachbah,1.0
triesh,0.0
spurin,1.0
adriet,1.0
krazet,1.0
golos,0.0
elebara,1.0
flats,1.0
marace,0.0
bryany,1.0
fowoos,0.0
smark,0.0
joelan,0.0
grey,0.0
shog,0.0
loss,0.0
arkard,0.0
hamelik,0.0
rowl,1.0
marlly,1.0
krios,0.0
neutrix,0.0
kadown,1.0
mins,0.0
gerly,1.0
bosonon,0.0
cakers,0.0
wasath,0.0
tauxon,0.0
root,0.0
unch,0.0
ors,0.0
brak,0.0
kurta,0.0
inette,1.0
wasatan,0.0
stight,1.0
sadirux,1.0
slose,1.0
sales,0.0
tarain,0.0
meron,1.0
nuson,0.0
ranutz,0.0
caseye,1.0
oafron,0.0
hule,0.0
toisps,0.0
dat,0.0
hinnan,0.0
hanna,1.0
dnocese,0.0
muonon,0.0
timmy,0.0
parney,0.0
gacrab,0.0
saleh,0.0
annah,1.0
lucan,0.0
eriana,1.0
sulaton,0.0
gramus,0.0
auvam,0.0
zedarga,1.0
shres,1.0
comats,0.0
ionium,1.0
gonut,1.0
atikard,0.0
nelle,1.0
okulk,0.0
wezno,0.0
apples,1.0
alaratz,0.0
skies,0.0
polari,1.0
enifark,1.0
zaurid,0.0
yola,1.0
walla,1.0
allie,1.0
caw,0.0
dilk,0.0
maurie,1.0
karlen,1.0
spuffs,1.0
canonon,0.0
bellus,0.0
eriky,0.0
walley,0.0
grum,0.0
ducks,0.0
francy,1.0
range,0.0
push,0.0
graston,0.0
jabba,1.0
allots,1.0
allena,1.0
lelah,1.0
annon,0.0
matan,0.0
sadirak,1.0
sus,1.0
taurah,1.0
castram,0.0
yogal,0.0
dira,1.0
mara,1.0
azet,1.0
elerops,1.0
mone,1.0
willy,0.0
oss,0.0
veremy,1.0
alasym,0.0
dennie,0.0
alhenah,1.0
done,0.0
line,1.0
annya,1.0
prie,1.0
muontak,0.0
bees,0.0
alrak,0.0
atrino,0.0
panch,0.0
pros,0.0
lynnee,1.0
batomam,0.0
maryn,1.0
skatzn,1.0
cowhex,0.0
jilla,1.0
charmus,0.0
blance,0.0
sula,1.0
kocha,1.0
therek,0.0
cats,1.0
clues,0.0
ros,0.0
lyne,1.0
mocake,0.0
roydo,0.0
beant,0.0
sadlam,1.0
plas,0.0
jimmyn,0.0
heila,1.0
alramix,0.0
myrace,1.0
wenise,1.0
benda,1.0
yales,0.0
roos,1.0
camily,1.0
acruxon,0.0
craine,1.0
eats,1.0
sug,1.0
alspil,0.0
cark,0.0
sularon,0.0
dabireo,0.0
branev,0.0
photope,1.0
weion,0.0
pollum,0.0
stax,0.0
dabik,0.0
snich,0.0
tarfik,0.0
bretty,1.0
donut,1.0
apuffs,0.0
byront,0.0
felice,1.0
eddiey,0.0
zosmas,0.0
fispot,0.0
lan,1.0
karay,1.0
cings,0.0
medib,0.0
gies,1.0
tamin,1.0
luxab,0.0
anthia,1.0
dondy,1.0
minoton,0.0
antak,0.0
kris,0.0
eggers,0.0
sterfik,0.0
cellum,1.0
raulia,1.0
mesaton,0.0
colf,0.0
syrmion,0.0
hary,0.0
nilly,1.0
berly,1.0
edasim,0.0
stisps,1.0
edgary,0.0
rotan,0.0
ericky,0.0
cricks,0.0
kitauva,1.0
fery,0.0
asinch,0.0
wasaleh,0.0
celina,1.0
poot,1.0
cink,0.0
winia,1.0
tarrak,0.0
bath,1.0
froops,0.0
billya,1.0
gluinol,0.0
pleion,0.0
terry,0.0
hadyon,0.0
harrie,0.0
bleda,1.0
wein,0.0
mamina,1.0
weaffs,0.0
guye,0.0
seats,0.0
sarid,1.0
shain,0.0
fal,1.0
sulatik,0.0
netty,1.0
helly,1.0
guaney,0.0
bonyan,0.0
unfly,0.0
charry,1.0
tran,1.0
alkaida,1.0
tetraix,0.0
mesonon,0.0
munda,1.0
sha,1.0
ronne,1.0
alhail,0.0
inen,1.0
muonea,1.0
volath,0.0
aarjel,0.0
kaboson,0.0
veroy,0.0
shamak,1.0
cobix,0.0
henrie,1.0
weet,1.0
fams,1.0
carde,1.0
chrey,0.0
hardy,0.0
sinons,0.0
wilmay,1.0
preo,0.0
sadlami,1.0
batenah,1.0
marms,1.0
porrimp,0.0
hyaduma,1.0
toale,0.0
ties,0.0
chadie,1.0
wee,0.0
soyos,0.0
kelle,1.0
zedasim,0.0
johna,1.0
mos,0.0
merops,1.0
dirius,0.0
kumark,0.0
alar,1.0
leshmet,0.0
zosmark,0.0
keidus,0.0
algork,0.0
nasliak,0.0
barave,0.0
diram,0.0
all,0.0
spies,1.0
krabius,0.0
cellus,0.0
slus,0.0
jetax,0.0
toperon,0.0
camonk,0.0
genif,0.0
genubia,1.0
annaha,1.0
isa,1.0
cassa,1.0
bony,0.0
nusakab,0.0
jilley,1.0
oark,0.0
snoles,1.0
flys,1.0
leondy,1.0
enryn,0.0
furudra,1.0
frook,0.0
misadr,0.0
valex,0.0
oraine,1.0
toddie,1.0
jabbab,0.0
halla,1.0
rinnab,1.0
deaney,1.0
jamela,1.0
edaruma,1.0
heat,1.0
womel,0.0
aino,1.0
lorice,1.0
arrain,0.0
cella,1.0
bens,0.0
grawk,0.0
besse,1.0
goats,0.0
cline,0.0
alene,1.0
tights,0.0
achbah,1.0
brene,1.0
antitak,0.0
bases,0.0
byrona,1.0
rowls,0.0
enifak,1.0
briney,1.0
eloos,0.0
jaimer,0.0
backse,1.0
troyra,1.0
anamse,1.0
colle,0.0
berios,0.0
bobara,1.0
batares,1.0
guyl,0.0
gorsp,0.0
chon,0.0
algor,0.0
sealfs,0.0
hencey,1.0
lidex,0.0
majorab,0.0
ankalik,0.0
erraid,0.0
orz,0.0
weney,1.0
jennyn,1.0
mino,0.0
camiet,1.0
paulas,0.0
dellie,1.0
menkard,0.0
dwigh,0.0
antonon,0.0
eltares,0.0
luxonon,0.0
dary,0.0
nesch,0.0
ricke,0.0
melice,1.0
feryla,1.0
cocors,0.0
delley,1.0
mesath,0.0
elany,1.0
fruik,0.0
dia,1.0
oale,0.0
frandy,0.0
ryanne,1.0
cheliak,1.0
algiedi,0.0
polah,1.0
celavar,1.0
glueba,1.0
altares,0.0
rooses,0.0
alpha,1.0
ianna,1.0
allyny,1.0
jagles,0.0
moth,0.0
hery,0.0
aard,0.0
wally,0.0
axinon,0.0
loresa,1.0
hilip,0.0
hammet,0.0
alebix,0.0
canons,0.0
goros,0.0
louisy,1.0
weidus,0.0
becca,1.0
enifik,0.0
beass,0.0
chard,0.0
herry,0.0
seat,0.0
samana,1.0
mesons,0.0
lette,1.0
adammy,1.0
tera,1.0
pokix,0.0
paulia,1.0
kariel,1.0
wat,0.0
candyn,0.0
sony,0.0
oakes,0.0
prabon,0.0
grioss,0.0
hark,0.0
dyonon,0.0
adharan,0.0
dies,1.0
idarry,1.0
smon,0.0
gimph,0.0
row,0.0
adanne,1.0
shersp,1.0
possh,0.0
therry,0.0
jurs,0.0
munch,0.0
billa,1.0
ainon,1.0
price,0.0
erice,0.0
skaton,1.0
